ID,Name,Form,Level-up moves,Tm compatibility
40,Wigglytuff, ,1-MOVE_MOONBLAST | 1-MOVE_DOUBLE_EDGE | 1-MOVE_PERISH_SONG | 1-MOVE_SING | 20-MOVE_GRAVITY | 30-MOVE_COVET | 40-MOVE_DRAINING_KISS | 50-MOVE_PLAY_ROUGH | 60-MOVE_BOOMBURST | 70-MOVE_NASTY_PLOT,TM47-MOVE_LOW_SWEEP | TM66-MOVE_POWER_GEM
41,Zubat, ,1-MOVE_ABSORB | 1-MOVE_GUST | 1-MOVE_SCREECH | 1-MOVE_QUICK_ATTACK | 4-MOVE_POISON_STING | 7-MOVE_BITE | 10-MOVE_WING_ATTACK | 13-MOVE_CONFUSE_RAY | 16-MOVE_POISON_FANG | 19-MOVE_SWIFT | 22-MOVE_MEAN_LOOK | 25-MOVE_FEINT_ATTACK | 28-MOVE_AIR_CUTTER | 31-MOVE_HAZE | 34-MOVE_WHIRLWIND | 37-MOVE_ZEN_HEADBUTT | 40-MOVE_SUPER_FANG | 43-MOVE_NASTY_PLOT | 46-MOVE_LEECH_LIFE | 50-MOVE_HYPNOSIS | 53-MOVE_AIR_SLASH | 56-MOVE_WIDE_GUARD | 59-MOVE_BRAVE_BIRD,
42,Golbat, ,1-MOVE_ABSORB | 1-MOVE_GUST | 1-MOVE_SCREECH | 1-MOVE_QUICK_ATTACK | 4-MOVE_POISON_STING | 7-MOVE_BITE | 10-MOVE_WING_ATTACK | 13-MOVE_CONFUSE_RAY | 16-MOVE_POISON_FANG | 19-MOVE_SWIFT | 22-MOVE_MEAN_LOOK | 26-MOVE_FEINT_ATTACK | 30-MOVE_AIR_CUTTER | 33-MOVE_HAZE | 36-MOVE_WHIRLWIND | 40-MOVE_ZEN_HEADBUTT | 44-MOVE_SUPER_FANG | 48-MOVE_NASTY_PLOT | 52-MOVE_LEECH_LIFE | 55-MOVE_HYPNOSIS | 59-MOVE_AIR_SLASH | 63-MOVE_WIDE_GUARD | 67-MOVE_BRAVE_BIRD,
43,Oddish, ,1-MOVE_ABSORB | 1-MOVE_GROWTH | 1-MOVE_ACID | 4-MOVE_TICKLE | 7-MOVE_LUCKY_CHANT | 10-MOVE_POISON_POWDER | 10-MOVE_SLEEP_POWDER | 10-MOVE_STUN_SPORE | 13-MOVE_INGRAIN | 16-MOVE_BULLET_SEED | 19-MOVE_MUD_BOMB | 22-MOVE_CHARM | 25-MOVE_NATURAL_GIFT | 28-MOVE_NATURE_POWER | 32-MOVE_SLUDGE | 36-MOVE_LEECH_SEED | 40-MOVE_MOONLIGHT | 44-MOVE_TEETER_DANCE | 48-MOVE_SYNTHESIS | 52-MOVE_MOONBLAST | 56-MOVE_PETAL_DANCE,
44,Gloom, ,1-MOVE_ABSORB | 1-MOVE_GROWTH | 1-MOVE_ACID | 4-MOVE_TICKLE | 7-MOVE_LUCKY_CHANT | 10-MOVE_POISON_POWDER | 10-MOVE_SLEEP_POWDER | 10-MOVE_STUN_SPORE | 13-MOVE_INGRAIN | 16-MOVE_BULLET_SEED | 19-MOVE_MUD_BOMB | 21-MOVE_FLAIL | 24-MOVE_CHARM | 28-MOVE_NATURAL_GIFT | 32-MOVE_NATURE_POWER | 36-MOVE_SLUDGE | 40-MOVE_LEECH_SEED | 44-MOVE_MOONLIGHT | 48-MOVE_TEETER_DANCE | 52-MOVE_SYNTHESIS | 56-MOVE_MOONBLAST | 60-MOVE_PETAL_DANCE,
45,Vileplume, ,1-MOVE_DRAIN_PUNCH | 1-MOVE_EARTH_POWER | 1-MOVE_GROWTH | 1-MOVE_NATURE_POWER | 1-MOVE_POISON_POWDER | 1-MOVE_SLEEP_POWDER | 1-MOVE_STUN_SPORE | 1-MOVE_TOXIC | 25-MOVE_SLUDGE | 30-MOVE_SEED_BOMB | 36-MOVE_GASTRO_ACID | 42-MOVE_MOONBLAST | 48-MOVE_PETAL_DANCE | 58-MOVE_AROMATHERAPY | 68-MOVE_SOLAR_BEAM,
46,Paras, ,1-MOVE_ABSORB | 1-MOVE_SCRATCH | 1-MOVE_STRING_SHOT | 4-MOVE_PURSUIT | 7-MOVE_STUN_SPORE | 7-MOVE_POISON_POWDER | 10-MOVE_METAL_CLAW | 13-MOVE_BUG_BITE | 16-MOVE_BULLET_SEED | 19-MOVE_SPORE | 21-MOVE_STRUGGLE_BUG | 23-MOVE_WIDE_GUARD | 25-MOVE_LEECH_LIFE | 27-MOVE_LEECH_SEED | 29-MOVE_AROMATHERAPY | 31-MOVE_PSYBEAM | 34-MOVE_SEED_BOMB | 37-MOVE_CROSS_POISON | 40-MOVE_CROSS_CHOP | 44-MOVE_AGILITY | 48-MOVE_GROWTH | 52-MOVE_LUNGE | 56-MOVE_SYNTHESIS,TM76-MOVE_BUG_BUZZ
47,Parasect, ,1-MOVE_COUNTER | 1-MOVE_FURY_CUTTER | 1-MOVE_WORRY_SEED | 1-MOVE_STRING_SHOT | 4-MOVE_PURSUIT | 7-MOVE_STUN_SPORE | 7-MOVE_POISON_POWDER | 10-MOVE_METAL_CLAW | 13-MOVE_BUG_BITE | 16-MOVE_BULLET_SEED | 19-MOVE_SPORE | 21-MOVE_STRUGGLE_BUG | 23-MOVE_WIDE_GUARD | 24-MOVE_RAGE_POWDER | 25-MOVE_LEECH_LIFE | 27-MOVE_LEECH_SEED | 29-MOVE_AROMATHERAPY | 32-MOVE_PSYBEAM | 35-MOVE_SEED_BOMB | 38-MOVE_CROSS_POISON | 42-MOVE_CROSS_CHOP | 46-MOVE_AGILITY | 50-MOVE_GROWTH | 54-MOVE_LUNGE | 58-MOVE_SYNTHESIS,TM76-MOVE_BUG_BUZZ
48,Venonat, ,1-MOVE_TACKLE | 1-MOVE_SUPERSONIC | 1-MOVE_ABSORB | 5-MOVE_STRUGGLE_BUG | 8-MOVE_FORESIGHT | 11-MOVE_CONFUSION | 14-MOVE_ACID_SPRAY | 16-MOVE_STUN_SPORE | 16-MOVE_POISON_POWDER | 16-MOVE_SLEEP_POWDER | 18-MOVE_BUG_BITE | 20-MOVE_PSYBEAM | 23-MOVE_DISABLE | 26-MOVE_POISON_FANG | 29-MOVE_RAGE_POWDER | 32-MOVE_SKILL_SWAP | 35-MOVE_SIGNAL_BEAM | 38-MOVE_MORNING_SUN | 41-MOVE_TOXIC_SPIKES | 44-MOVE_LEECH_LIFE | 47-MOVE_BUG_BUZZ | 50-MOVE_BATON_PASS,TM76-MOVE_BUG_BUZZ
49,Venomoth, ,1-MOVE_OMINOUS_WIND | 1-MOVE_TWISTER | 1-MOVE_AIR_CUTTER | 1-MOVE_ABSORB | 5-MOVE_STRUGGLE_BUG | 8-MOVE_FORESIGHT | 11-MOVE_CONFUSION | 14-MOVE_ACID_SPRAY | 16-MOVE_STUN_SPORE | 16-MOVE_POISON_POWDER | 16-MOVE_SLEEP_POWDER | 18-MOVE_BUG_BITE | 20-MOVE_PSYBEAM | 23-MOVE_DISABLE | 26-MOVE_POISON_FANG | 29-MOVE_RAGE_POWDER | 31-MOVE_SILVER_WIND | 34-MOVE_SKILL_SWAP | 38-MOVE_SIGNAL_BEAM | 42-MOVE_MORNING_SUN | 46-MOVE_TOXIC_SPIKES | 50-MOVE_QUIVER_DANCE | 54-MOVE_BUG_BUZZ | 58-MOVE_BATON_PASS,TM58-MOVE_HURRICANE | TM76-MOVE_BUG_BUZZ | HM02-MOVE_FLY
50,Diglett, ,1-MOVE_ASTONISH | 1-MOVE_GROWL | 1-MOVE_MUD_SLAP | 1-MOVE_SCRATCH | 4-MOVE_SAND_ATTACK | 7-MOVE_MUD_BOMB | 10-MOVE_ANCIENT_POWER | 13-MOVE_MAGNITUDE | 16-MOVE_PURSUIT | 19-MOVE_BULLDOZE | 22-MOVE_ALLY_SWITCH | 25-MOVE_SUCKER_PUNCH | 28-MOVE_SCORCHING_SANDS | 31-MOVE_REVERSAL | 34-MOVE_SLASH | 34-MOVE_NIGHT_SLASH | 37-MOVE_BEAT_UP | 40-MOVE_DOUBLE_EDGE | 44-MOVE_HIGH_HORSEPOWER | 48-MOVE_MEMENTO | 52-MOVE_FISSURE | 56-MOVE_FINAL_GAMBIT,
51,Dugtrio, ,1-MOVE_ASTONISH | 1-MOVE_GROWL | 1-MOVE_MUD_SLAP | 1-MOVE_SCRATCH | 4-MOVE_SAND_ATTACK | 7-MOVE_MUD_BOMB | 10-MOVE_ANCIENT_POWER | 13-MOVE_MAGNITUDE | 16-MOVE_PURSUIT | 19-MOVE_BULLDOZE | 22-MOVE_ALLY_SWITCH | 25-MOVE_SUCKER_PUNCH | 26-MOVE_TRI_ATTACK | 29-MOVE_SCORCHING_SANDS | 32-MOVE_REVERSAL | 35-MOVE_SLASH | 35-MOVE_NIGHT_SLASH | 38-MOVE_BEAT_UP | 42-MOVE_DOUBLE_EDGE | 46-MOVE_HIGH_HORSEPOWER | 50-MOVE_MEMENTO | 54-MOVE_FISSURE | 58-MOVE_FINAL_GAMBIT | 62-MOVE_SWORDS_DANCE,
52,Meowth, ,1-MOVE_SCRATCH | 1-MOVE_GROWL | 1-MOVE_ASSIST | 6-MOVE_BITE | 8-MOVE_FAKE_OUT | 10-MOVE_FURY_SWIPES | 12-MOVE_PAY_DAY | 14-MOVE_SCREECH | 16-MOVE_HEADBUTT | 18-MOVE_SPITE | 20-MOVE_HYPNOSIS | 22-MOVE_FEINT_ATTACK | 24-MOVE_SLASH | 24-MOVE_NIGHT_SLASH | 27-MOVE_CHARM | 30-MOVE_FOUL_PLAY | 33-MOVE_SWITCHEROO | 36-MOVE_NASTY_PLOT | 39-MOVE_PLAY_ROUGH | 42-MOVE_CAPTIVATE | 45-MOVE_DOUBLE_EDGE | 48-MOVE_LAST_RESORT,
53,Persian, ,1-MOVE_DETECT | 1-MOVE_SCRATCH | 1-MOVE_GROWL | 1-MOVE_ASSIST | 6-MOVE_BITE | 8-MOVE_FAKE_OUT | 10-MOVE_FURY_SWIPES | 12-MOVE_PAY_DAY | 14-MOVE_SCREECH | 16-MOVE_HEADBUTT | 18-MOVE_SPITE | 20-MOVE_HYPNOSIS | 22-MOVE_FEINT_ATTACK | 24-MOVE_SLASH | 24-MOVE_NIGHT_SLASH | 27-MOVE_CHARM | 28-MOVE_POWER_GEM | 32-MOVE_FOUL_PLAY | 36-MOVE_SWITCHEROO | 40-MOVE_NASTY_PLOT | 44-MOVE_PLAY_ROUGH | 48-MOVE_CAPTIVATE | 52-MOVE_DOUBLE_EDGE | 56-MOVE_LAST_RESORT,TM60-MOVE_QUASH
54,Psyduck, ,1-MOVE_SCRATCH | 1-MOVE_CONFUSION | 1-MOVE_WATER_GUN | 6-MOVE_DISABLE | 8-MOVE_CLEAR_SMOG | 10-MOVE_WATER_PULSE | 12-MOVE_YAWN | 14-MOVE_PSYBEAM | 16-MOVE_MUD_BOMB | 18-MOVE_ZEN_HEADBUTT | 20-MOVE_BUBBLE_BEAM | 22-MOVE_SOAK | 24-MOVE_HYPNOSIS | 26-MOVE_SIMPLE_BEAM | 28-MOVE_SYNCHRONOISE | 30-MOVE_AQUA_TAIL | 33-MOVE_FUTURE_SIGHT | 36-MOVE_WORRY_SEED | 39-MOVE_AMNESIA | 42-MOVE_CROSS_CHOP | 46-MOVE_WAVE_CRASH | 50-MOVE_WONDER_ROOM | 54-MOVE_HYDRO_PUMP,
55,Golduck, ,1-MOVE_AQUA_JET | 1-MOVE_FOCUS_PUNCH | 1-MOVE_ROLE_PLAY | 1-MOVE_WATER_GUN | 6-MOVE_DISABLE | 8-MOVE_CLEAR_SMOG | 10-MOVE_WATER_PULSE | 12-MOVE_YAWN | 14-MOVE_PSYBEAM | 16-MOVE_MUD_BOMB | 18-MOVE_ZEN_HEADBUTT | 20-MOVE_BUBBLE_BEAM | 22-MOVE_SOAK | 24-MOVE_HYPNOSIS | 25-MOVE_REFRESH | 27-MOVE_SIMPLE_BEAM | 29-MOVE_SYNCHRONOISE | 31-MOVE_AQUA_TAIL | 34-MOVE_FUTURE_SIGHT | 37-MOVE_WORRY_SEED | 40-MOVE_AMNESIA | 44-MOVE_CROSS_CHOP | 48-MOVE_WAVE_CRASH | 52-MOVE_WONDER_ROOM | 56-MOVE_HYDRO_PUMP,TM46-MOVE_AURA_SPHERE | TM51-MOVE_WAVE_CRASH | TM66-MOVE_POWER_GEM
56,Mankey, ,1-MOVE_LEER | 1-MOVE_MUD_SLAP | 1-MOVE_RAGE | 4-MOVE_COVET | 7-MOVE_LOW_KICK | 10-MOVE_PURSUIT | 12-MOVE_SEISMIC_TOSS | 14-MOVE_PAYBACK | 16-MOVE_KARATE_CHOP | 18-MOVE_ACUPRESSURE | 20-MOVE_BULLDOZE | 23-MOVE_ASSURANCE | 26-MOVE_REVENGE | 29-MOVE_SKULL_BASH | 32-MOVE_LUNGE | 35-MOVE_FOCUS_ENERGY | 38-MOVE_SLASH | 38-MOVE_NIGHT_SLASH | 42-MOVE_RAGING_FURY | 46-MOVE_BEAT_UP | 50-MOVE_OUTRAGE | 54-MOVE_CLOSE_COMBAT | 58-MOVE_FINAL_GAMBIT,HM01-MOVE_CUT
57,Primeape, ,1-MOVE_LEER | 1-MOVE_MUD_SLAP | 1-MOVE_RAGE | 4-MOVE_COVET | 7-MOVE_LOW_KICK | 10-MOVE_PURSUIT | 12-MOVE_SEISMIC_TOSS | 14-MOVE_PAYBACK | 16-MOVE_KARATE_CHOP | 18-MOVE_ACUPRESSURE | 20-MOVE_BULLDOZE | 23-MOVE_ASSURANCE | 26-MOVE_REVENGE | 28-MOVE_CROSS_CHOP | 30-MOVE_SKULL_BASH | 33-MOVE_LUNGE | 36-MOVE_FOCUS_ENERGY | 39-MOVE_SLASH | 39-MOVE_NIGHT_SLASH | 43-MOVE_RAGING_FURY | 47-MOVE_BEAT_UP | 51-MOVE_OUTRAGE | 55-MOVE_CLOSE_COMBAT | 59-MOVE_HEADLONG_RUSH | 64-MOVE_FINAL_GAMBIT,HM01-MOVE_CUT
58,Growlithe, ,1-MOVE_EMBER | 1-MOVE_LEER | 1-MOVE_LICK | 4-MOVE_DOUBLE_KICK | 7-MOVE_HOWL | 10-MOVE_FIRE_FANG | 13-MOVE_HELPING_HAND | 16-MOVE_COVET | 18-MOVE_FLAME_WHEEL | 20-MOVE_BITE | 22-MOVE_REVERSAL | 24-MOVE_DRAGON_BREATH | 26-MOVE_TAKE_DOWN | 28-MOVE_FLAME_BURST | 30-MOVE_AGILITY | 33-MOVE_RAGING_FURY | 36-MOVE_WILL_O_WISP | 39-MOVE_BODY_SLAM | 42-MOVE_CRUNCH | 46-MOVE_OUTRAGE | 50-MOVE_DOUBLE_EDGE | 54-MOVE_CLOSE_COMBAT | 58-MOVE_MORNING_SUN | 62-MOVE_FLARE_BLITZ,TM01-MOVE_HONE_CLAWS
59,Arcanine, ,1-MOVE_FIRE_FANG | 1-MOVE_HELPING_HAND | 1-MOVE_RAGING_FURY | 1-MOVE_SCORCHING_SANDS | 1-MOVE_THUNDER_FANG | 45-MOVE_EXTREME_SPEED | 50-MOVE_CLOSE_COMBAT | 55-MOVE_FLARE_BLITZ | 65-MOVE_MORNING_SUN,TM01-MOVE_HONE_CLAWS
60,Poliwag, ,,TM51-MOVE_WAVE_CRASH
61,Poliwhirl, ,1-MOVE_POUND | 1-MOVE_SPLASH | 6-MOVE_HYPNOSIS | 9-MOVE_WATER_GUN | 12-MOVE_DOUBLE_SLAP | 15-MOVE_WATERFALL | 18-MOVE_BUBBLE_BEAM | 21-MOVE_MUD_SHOT | 24-MOVE_BODY_SLAM | 25-MOVE_WAKE_UP_SLAP | 28-MOVE_MUD_BOMB | 31-MOVE_BELLY_DRUM | 34-MOVE_ENDEAVOR | 37-MOVE_HAZE | 40-MOVE_HELPING_HAND | 44-MOVE_FOCUS_PUNCH | 48-MOVE_STORM_THROW | 52-MOVE_DRAIN_PUNCH | 56-MOVE_HYDRO_PUMP,TM51-MOVE_WAVE_CRASH
62,Poliwrath, ,1-MOVE_DUAL_CHOP | 1-MOVE_LOVELY_KISS | 1-MOVE_WATERFALL | 1-MOVE_HIGH_HORSEPOWER | 15-MOVE_DRAIN_PUNCH | 25-MOVE_CIRCLE_THROW | 35-MOVE_DYNAMIC_PUNCH | 40-MOVE_BODY_SLAM | 45-MOVE_MIND_READER | 50-MOVE_STORM_THROW | 55-MOVE_CLOSE_COMBAT | 60-MOVE_HYDRO_PUMP,TM51-MOVE_WAVE_CRASH
63,Abra, ,1-MOVE_TELEPORT | 1-MOVE_HIDDEN_POWER | 1-MOVE_KINESIS,TM46-MOVE_AURA_SPHERE
64,Kadabra, ,1-MOVE_TELEPORT | 1-MOVE_HIDDEN_POWER | 1-MOVE_KINESIS | 16-MOVE_CONFUSION | 19-MOVE_DISABLE | 20-MOVE_SHOCK_WAVE | 22-MOVE_MIRACLE_EYE | 23-MOVE_ALLY_SWITCH | 26-MOVE_WONDER_ROOM | 29-MOVE_PSYBEAM | 31-MOVE_GRAVITY | 34-MOVE_TELEKINESIS | 36-MOVE_RECOVER | 39-MOVE_FUTURE_SIGHT | 42-MOVE_ROLE_PLAY | 46-MOVE_PSYCHIC | 49-MOVE_TRICK | 52-MOVE_STORED_POWER | 56-MOVE_NASTY_PLOT,TM46-MOVE_AURA_SPHERE
65,Alakazam, ,1-MOVE_GRAVITY | 1-MOVE_TELEPORT | 1-MOVE_HIDDEN_POWER | 1-MOVE_KINESIS | 16-MOVE_CONFUSION | 19-MOVE_DISABLE | 20-MOVE_SHOCK_WAVE | 22-MOVE_MIRACLE_EYE | 23-MOVE_ALLY_SWITCH | 26-MOVE_WONDER_ROOM | 29-MOVE_PSYBEAM | 31-MOVE_GRAVITY | 34-MOVE_TELEKINESIS | 36-MOVE_RECOVER | 39-MOVE_FUTURE_SIGHT | 42-MOVE_ROLE_PLAY | 46-MOVE_PSYCHIC | 49-MOVE_TRICK | 52-MOVE_STORED_POWER | 56-MOVE_NASTY_PLOT,TM46-MOVE_AURA_SPHERE
66,Machop, ,1-MOVE_KARATE_CHOP | 1-MOVE_LEER | 1-MOVE_MEDITATE | 4-MOVE_COUNTER | 7-MOVE_LOW_KICK | 9-MOVE_MEDITATE | 11-MOVE_SEISMIC_TOSS | 13-MOVE_DOUBLE_HIT | 15-MOVE_DUAL_CHOP | 17-MOVE_REVENGE | 19-MOVE_TICKLE | 21-MOVE_BULLET_PUNCH | 23-MOVE_VITAL_THROW | 25-MOVE_HELPING_HAND | 27-MOVE_ROCK_TOMB | 29-MOVE_SCARY_FACE | 32-MOVE_MACH_PUNCH | 35-MOVE_DOUBLE_EDGE | 38-MOVE_DRAIN_PUNCH | 41-MOVE_HEAVY_SLAM | 44-MOVE_CROSS_CHOP | 48-MOVE_HIGH_HORSEPOWER | 52-MOVE_CROSS_POISON | 56-MOVE_CLOSE_COMBAT,
67,Machoke, ,1-MOVE_KARATE_CHOP | 1-MOVE_LEER | 1-MOVE_MEDITATE | 4-MOVE_COUNTER | 7-MOVE_LOW_KICK | 9-MOVE_MEDITATE | 11-MOVE_SEISMIC_TOSS | 13-MOVE_DOUBLE_HIT | 15-MOVE_DUAL_CHOP | 17-MOVE_REVENGE | 19-MOVE_TICKLE | 21-MOVE_BULLET_PUNCH | 23-MOVE_VITAL_THROW | 25-MOVE_HELPING_HAND | 27-MOVE_ROCK_TOMB | 30-MOVE_SCARY_FACE | 33-MOVE_MACH_PUNCH | 36-MOVE_DOUBLE_EDGE | 39-MOVE_DRAIN_PUNCH | 42-MOVE_HEAVY_SLAM | 45-MOVE_CROSS_CHOP | 49-MOVE_HIGH_HORSEPOWER | 53-MOVE_DYNAMIC_PUNCH | 57-MOVE_CROSS_POISON | 61-MOVE_CLOSE_COMBAT,
68,Machamp, ,1-MOVE_KARATE_CHOP | 1-MOVE_LEER | 1-MOVE_MEDITATE | 4-MOVE_COUNTER | 7-MOVE_LOW_KICK | 9-MOVE_MEDITATE | 11-MOVE_SEISMIC_TOSS | 13-MOVE_DOUBLE_HIT | 15-MOVE_DUAL_CHOP | 17-MOVE_REVENGE | 19-MOVE_TICKLE | 21-MOVE_BULLET_PUNCH | 23-MOVE_VITAL_THROW | 25-MOVE_HELPING_HAND | 27-MOVE_ROCK_TOMB | 30-MOVE_SCARY_FACE | 33-MOVE_MACH_PUNCH | 36-MOVE_DOUBLE_EDGE | 39-MOVE_DRAIN_PUNCH | 42-MOVE_HEAVY_SLAM | 45-MOVE_CROSS_CHOP | 49-MOVE_HIGH_HORSEPOWER | 53-MOVE_DYNAMIC_PUNCH | 57-MOVE_CROSS_POISON | 61-MOVE_CLOSE_COMBAT,
69,Bellsprout, ,1-MOVE_WRAP | 1-MOVE_VINE_WHIP | 1-MOVE_INGRAIN | 4-MOVE_TICKLE | 6-MOVE_ACID | 8-MOVE_RAZOR_LEAF | 10-MOVE_POISON_POWDER | 10-MOVE_STUN_SPORE | 12-MOVE_CLEAR_SMOG | 14-MOVE_BULLET_SEED | 17-MOVE_ACID_SPRAY | 20-MOVE_NATURE_POWER | 24-MOVE_SEED_BOMB | 27-MOVE_SUCKER_PUNCH | 30-MOVE_KNOCK_OFF | 34-MOVE_SYNTHESIS | 38-MOVE_GASTRO_ACID | 42-MOVE_NATURAL_GIFT | 46-MOVE_LEECH_LIFE | 50-MOVE_POWER_WHIP | 54-MOVE_GROWTH,
70,Weepinbell, ,1-MOVE_WRAP | 1-MOVE_VINE_WHIP | 1-MOVE_INGRAIN | 4-MOVE_TICKLE | 6-MOVE_ACID | 8-MOVE_RAZOR_LEAF | 10-MOVE_POISON_POWDER | 10-MOVE_STUN_SPORE | 12-MOVE_CLEAR_SMOG | 14-MOVE_BULLET_SEED | 17-MOVE_ACID_SPRAY | 20-MOVE_NATURE_POWER | 21-MOVE_SLEEP_POWDER | 25-MOVE_SEED_BOMB | 29-MOVE_SUCKER_PUNCH | 33-MOVE_KNOCK_OFF | 36-MOVE_SYNTHESIS | 39-MOVE_GASTRO_ACID | 43-MOVE_NATURAL_GIFT | 47-MOVE_LEECH_LIFE | 52-MOVE_POWER_WHIP | 56-MOVE_GROWTH,
71,Victreebel, ,1-MOVE_GASTRO_ACID | 1-MOVE_LEECH_LIFE | 1-MOVE_POISON_POWDER | 1-MOVE_SLEEP_POWDER | 1-MOVE_STUN_SPORE | 1-MOVE_SUCKER_PUNCH | 1-MOVE_SYNTHESIS | 27-MOVE_LEAF_TORNADO | 37-MOVE_LEAF_BLADE | 47-MOVE_LEAF_STORM | 57-MOVE_POWER_WHIP | 65-MOVE_GROWTH,
72,Tentacool, ,1-MOVE_POISON_STING | 1-MOVE_SUPERSONIC | 1-MOVE_WRAP | 4-MOVE_SCREECH | 7-MOVE_ACID | 10-MOVE_TOXIC_SPIKES | 13-MOVE_WATER_PULSE | 16-MOVE_RAPID_SPIN | 19-MOVE_MEGA_DRAIN | 22-MOVE_BUBBLE_BEAM | 25-MOVE_BARRIER | 28-MOVE_HEX | 31-MOVE_MUDDY_WATER | 34-MOVE_ACID_ARMOR | 37-MOVE_AURORA_BEAM | 40-MOVE_AQUA_RING | 43-MOVE_CROSS_POISON | 46-MOVE_WRING_OUT | 49-MOVE_ACUPRESSURE | 52-MOVE_HYDRO_PUMP,
73,Tentacruel, ,1-MOVE_POISON_STING | 1-MOVE_SUPERSONIC | 1-MOVE_WRAP | 4-MOVE_SCREECH | 7-MOVE_ACID | 10-MOVE_TOXIC_SPIKES | 13-MOVE_WATER_PULSE | 16-MOVE_RAPID_SPIN | 19-MOVE_MEGA_DRAIN | 22-MOVE_BUBBLE_BEAM | 25-MOVE_BARRIER | 28-MOVE_HEX | 30-MOVE_HAZE | 31-MOVE_MUDDY_WATER | 35-MOVE_ACID_ARMOR | 39-MOVE_AURORA_BEAM | 43-MOVE_AQUA_RING | 47-MOVE_CROSS_POISON | 52-MOVE_WRING_OUT | 56-MOVE_ACUPRESSURE | 60-MOVE_HYDRO_PUMP,
74,Geodude, ,1-MOVE_DEFENSE_CURL | 1-MOVE_HARDEN | 1-MOVE_TACKLE | 4-MOVE_FLAIL | 7-MOVE_MAGNITUDE | 10-MOVE_BULLDOZE | 13-MOVE_ROCK_THROW | 16-MOVE_RAPID_SPIN | 19-MOVE_CURSE | 22-MOVE_FLING | 25-MOVE_ACCELEROCK | 28-MOVE_STEALTH_ROCK | 31-MOVE_ROCK_BLAST | 34-MOVE_EARTH_POWER | 37-MOVE_SUCKER_PUNCH | 41-MOVE_EXPLOSION | 45-MOVE_STONE_EDGE | 49-MOVE_DOUBLE_EDGE | 53-MOVE_HAMMER_ARM | 57-MOVE_WIDE_GUARD,
75,Graveler, ,1-MOVE_AUTOTOMIZE | 1-MOVE_FOCUS_PUNCH | 1-MOVE_ROLLOUT | 1-MOVE_SEISMIC_TOSS | 1-MOVE_DEFENSE_CURL | 1-MOVE_HARDEN | 1-MOVE_TACKLE | 4-MOVE_FLAIL | 7-MOVE_MAGNITUDE | 10-MOVE_BULLDOZE | 13-MOVE_ROCK_THROW | 16-MOVE_RAPID_SPIN | 19-MOVE_CURSE | 22-MOVE_FLING | 25-MOVE_ACCELEROCK | 29-MOVE_STEALTH_ROCK | 32-MOVE_ROCK_BLAST | 35-MOVE_EARTH_POWER | 38-MOVE_SUCKER_PUNCH | 42-MOVE_EXPLOSION | 46-MOVE_STONE_EDGE | 50-MOVE_DOUBLE_EDGE | 54-MOVE_HAMMER_ARM | 58-MOVE_WIDE_GUARD | 62-MOVE_HEADLONG_RUSH,
76,Golem, ,1-MOVE_STEAMROLLER | 1-MOVE_AUTOTOMIZE | 1-MOVE_FOCUS_PUNCH | 1-MOVE_ROLLOUT | 1-MOVE_SEISMIC_TOSS | 1-MOVE_DEFENSE_CURL | 4-MOVE_FLAIL | 7-MOVE_MAGNITUDE | 10-MOVE_BULLDOZE | 13-MOVE_ROCK_THROW | 16-MOVE_RAPID_SPIN | 19-MOVE_CURSE | 22-MOVE_FLING | 25-MOVE_ACCELEROCK | 29-MOVE_STEALTH_ROCK | 32-MOVE_ROCK_BLAST | 35-MOVE_EARTH_POWER | 38-MOVE_SUCKER_PUNCH | 42-MOVE_EXPLOSION | 46-MOVE_STONE_EDGE | 50-MOVE_DOUBLE_EDGE | 54-MOVE_HAMMER_ARM | 58-MOVE_WIDE_GUARD | 62-MOVE_HEADLONG_RUSH | 66-MOVE_HEAD_SMASH,
77,Ponyta, ,1-MOVE_GROWL | 1-MOVE_TAIL_WHIP | 1-MOVE_TACKLE | 4-MOVE_QUICK_ATTACK | 6-MOVE_EMBER | 9-MOVE_DOUBLE_HIT | 12-MOVE_STOMP | 14-MOVE_FIRE_SPIN | 16-MOVE_FLAME_WHEEL | 18-MOVE_DOUBLE_KICK | 20-MOVE_CHARM | 23-MOVE_FLAME_CHARGE | 26-MOVE_AGILITY | 29-MOVE_TAKE_DOWN | 32-MOVE_HYPNOSIS | 35-MOVE_BLAZE_KICK | 38-MOVE_SMART_STRIKE | 41-MOVE_PLAY_ROUGH | 44-MOVE_HIGH_HORSEPOWER | 47-MOVE_JUMP_KICK | 50-MOVE_MORNING_SUN | 54-MOVE_BOUNCE | 58-MOVE_FLARE_BLITZ,TM47-MOVE_LOW_SWEEP
